File Design Information:

Date:       27.02.23
Time:       11:41
Revision:   88a4c57fb80b38f7e82e9b2d41894c1b26e1fcaa
Variant:    No variations
Units used: mm

"Designator,""Comment"",""Layer"",""Footprint"",""Center-X(mm)"",""Center-Y(mm)"",""Rotation"",""Description"""
"dTP8_R8,""470R 1%"",""TopLayer"",""RESC1005X40X25NL05T05"",""42.8095"",""34.6905"",""0"","""""
"dTP8_R7,""470R 1%"",""TopLayer"",""RESC1005X40X25NL05T05"",""40.6095"",""34.6905"",""180"","""""
"dTP8_R6,""2k2"",""BottomLayer"",""RESC1005X40X25NL05T05"",""42.1095"",""27.3405"",""0"","""""
"dTP8_R5,""2k2"",""BottomLayer"",""RESC1005X40X25NL05T05"",""39.8595"",""27.3405"",""180"","""""
"dTP7_R8,""470R 1%"",""TopLayer"",""RESC1005X40X25NL05T05"",""37.4399"",""42.7033"",""0"","""""
"dTP7_R7,""470R 1%"",""TopLayer"",""RESC1005X40X25NL05T05"",""35.2399"",""42.7033"",""180"","""""
"dTP7_R6,""2k2"",""BottomLayer"",""RESC1005X40X25NL05T05"",""36.7399"",""35.3533"",""0"","""""
"dTP7_R5,""2k2"",""BottomLayer"",""RESC1005X40X25NL05T05"",""34.4899"",""35.3533"",""180"","""""
"dTP6_R8,""470R 1%"",""TopLayer"",""RESC1005X40X25NL05T05"",""32.2685"",""34.6905"",""0"","""""
"dTP6_R7,""470R 1%"",""TopLayer"",""RESC1005X40X25NL05T05"",""30.0685"",""34.6905"",""180"","""""
"dTP6_R6,""2k2"",""BottomLayer"",""RESC1005X40X25NL05T05"",""31.5685"",""27.3405"",""0"","""""
"dTP6_R5,""2k2"",""BottomLayer"",""RESC1005X40X25NL05T05"",""29.3185"",""27.3405"",""180"","""""
"dTP5_R8,""470R 1%"",""TopLayer"",""RESC1005X40X25NL05T05"",""26.8409"",""42.7093"",""0"","""""
"dTP5_R7,""470R 1%"",""TopLayer"",""RESC1005X40X25NL05T05"",""24.6409"",""42.7093"",""180"","""""
"dTP5_R6,""2k2"",""BottomLayer"",""RESC1005X40X25NL05T05"",""26.1409"",""35.3593"",""0"","""""
"dTP5_R5,""2k2"",""BottomLayer"",""RESC1005X40X25NL05T05"",""23.8909"",""35.3593"",""180"","""""
"dTP4_R8,""470R 1%"",""TopLayer"",""RESC1005X40X25NL05T05"",""21.6755"",""34.7159"",""0"","""""
"dTP4_R7,""470R 1%"",""TopLayer"",""RESC1005X40X25NL05T05"",""19.4755"",""34.7159"",""180"","""""
"dTP4_R6,""2k2"",""BottomLayer"",""RESC1005X40X25NL05T05"",""20.9755"",""27.3659"",""0"","""""
"dTP4_R5,""2k2"",""BottomLayer"",""RESC1005X40X25NL05T05"",""18.7255"",""27.3659"",""180"","""""
"dTP3_R8,""470R 1%"",""TopLayer"",""RESC1005X40X25NL05T05"",""16.2817"",""42.7287"",""0"","""""
"dTP3_R7,""470R 1%"",""TopLayer"",""RESC1005X40X25NL05T05"",""14.0817"",""42.7287"",""180"","""""
"dTP3_R6,""2k2"",""BottomLayer"",""RESC1005X40X25NL05T05"",""15.5817"",""35.3787"",""0"","""""
"dTP3_R5,""2k2"",""BottomLayer"",""RESC1005X40X25NL05T05"",""13.3317"",""35.3787"",""180"","""""
"J22,""87833-5019"",""TopLayer"",""SHDRRA50W55P200_2X25_5265X640X630P"",""110.5000"",""6.1750"",""180"",""Connector"""
"dTP2_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""10.1591"",""31.0659"",""0"",""Integrated Circuit"""
"dTP1_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""4.7837"",""39.0872"",""0"",""Integrated Circuit"""
"dTP40_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""210.6933"",""31.0405"",""0"",""Integrated Circuit"""
"dTP39_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""205.5523"",""39.0533"",""0"",""Integrated Circuit"""
"dTP38_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""200.1269"",""31.0405"",""0"",""Integrated Circuit"""
"dTP37_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""194.9859"",""39.0533"",""0"",""Integrated Circuit"""
"dTP36_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""189.5859"",""31.0405"",""0"",""Integrated Circuit"""
"dTP35_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""184.4195"",""39.0533"",""0"",""Integrated Circuit"""
"dTP34_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""179.0195"",""31.0405"",""0"",""Integrated Circuit"""
"dTP33_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""173.8531"",""39.0533"",""0"",""Integrated Circuit"""
"dTP32_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""168.4785"",""31.0405"",""0"",""Integrated Circuit"""
"dTP31_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""163.2867"",""39.0533"",""0"",""Integrated Circuit"""
"dTP30_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""157.9375"",""31.0405"",""0"",""Integrated Circuit"""
"dTP29_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""152.7203"",""39.0533"",""0"",""Integrated Circuit"""
"dTP28_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""147.3711"",""31.0405"",""0"",""Integrated Circuit"""
"dTP27_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""142.1539"",""39.0533"",""0"",""Integrated Circuit"""
"dTP26_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""136.8301"",""31.0405"",""0"",""Integrated Circuit"""
"dTP25_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""131.5875"",""39.0533"",""0"",""Integrated Circuit"""
"dTP24_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""126.2637"",""31.0405"",""0"",""Integrated Circuit"""
"dTP23_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""121.0211"",""39.0533"",""0"",""Integrated Circuit"""
"dTP22_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""115.7227"",""31.0405"",""0"",""Integrated Circuit"""
"dTP21_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""110.4547"",""39.0533"",""0"",""Integrated Circuit"""
"dTP20_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""105.1563"",""31.0405"",""0"",""Integrated Circuit"""
"dTP19_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""99.8883"",""39.0533"",""0"",""Integrated Circuit"""
"dTP18_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""94.6153"",""31.0405"",""0"",""Integrated Circuit"""
"dTP17_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""89.3219"",""39.0533"",""0"",""Integrated Circuit"""
"dTP16_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""84.0743"",""31.0405"",""0"",""Integrated Circuit"""
"dTP15_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""78.7555"",""39.0533"",""0"",""Integrated Circuit"""
"dTP14_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""73.5079"",""31.0405"",""0"",""Integrated Circuit"""
"dTP13_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""68.1891"",""39.0533"",""0"",""Integrated Circuit"""
"dTP12_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""62.9669"",""31.0405"",""0"",""Integrated Circuit"""
"dTP11_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""57.6227"",""39.0533"",""0"",""Integrated Circuit"""
"dTP10_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""52.4005"",""31.0405"",""0"",""Integrated Circuit"""
"dTP9_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""47.0563"",""39.0533"",""0"",""Integrated Circuit"""
"dTP8_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""41.8595"",""31.0405"",""0"",""Integrated Circuit"""
"dTP7_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""36.4899"",""39.0533"",""0"",""Integrated Circuit"""
"dTP6_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""31.3185"",""31.0405"",""0"",""Integrated Circuit"""
"dTP5_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""25.8909"",""39.0593"",""0"",""Integrated Circuit"""
"dTP4_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""20.7255"",""31.0659"",""0"",""Integrated Circuit"""
"dTP3_IC1,""LM393LVQDRQ1"",""BottomLayer"",""SOIC127P600X175-8N"",""15.3317"",""39.0787"",""0"",""Integrated Circuit"""
"IC4,""TLV76701DGNR_LDO"",""TopLayer"",""SOP65P490X110-9N"",""209.7183"",""56.3956"",""90"",""Integrated Circuit"""
"IC2,""TLV76701DGNR_LDO"",""TopLayer"",""SOP65P490X110-9N"",""210.2460"",""4.3649"",""0"",""Integrated Circuit"""
"dTP2_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""12.1591"",""32.3659"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP2_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""7.9091"",""32.3659"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP1_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""2.5336"",""40.3872"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP1_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""6.7837"",""40.3872"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP40_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""212.6933"",""32.3405"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP40_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""208.4433"",""32.3405"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP39_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""207.5523"",""40.3533"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP39_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""203.3023"",""40.3533"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP38_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""202.1269"",""32.3405"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP38_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""197.8769"",""32.3405"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP37_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""196.9859"",""40.3533"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP37_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""192.7359"",""40.3533"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP36_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""191.5859"",""32.3405"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP36_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""187.3359"",""32.3405"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP35_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""186.4195"",""40.3533"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP35_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""182.1695"",""40.3533"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP34_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""181.0195"",""32.3405"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP34_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""176.7695"",""32.3405"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP33_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""175.8531"",""40.3533"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP33_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""171.6031"",""40.3533"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP32_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""170.4785"",""32.3405"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP32_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""166.2285"",""32.3405"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP31_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""165.2867"",""40.3533"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP31_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""161.0367"",""40.3533"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP30_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""159.9375"",""32.3405"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP30_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""155.6875"",""32.3405"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP29_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""154.7203"",""40.3533"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP29_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""150.4703"",""40.3533"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP28_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""149.3711"",""32.3405"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP28_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""145.1211"",""32.3405"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP27_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""144.1539"",""40.3533"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP27_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""139.9039"",""40.3533"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP26_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""138.8301"",""32.3405"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP26_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""134.5801"",""32.3405"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP25_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""133.5875"",""40.3533"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP25_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""129.3375"",""40.3533"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP24_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""128.2637"",""32.3405"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP24_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""124.0137"",""32.3405"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP23_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""123.0211"",""40.3533"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP23_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""118.7711"",""40.3533"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP22_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""117.7227"",""32.3405"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP22_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""113.4727"",""32.3405"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP21_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""112.4547"",""40.3533"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP21_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""108.2047"",""40.3533"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP20_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""107.1563"",""32.3405"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP20_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""102.9063"",""32.3405"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP19_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""101.8883"",""40.3533"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP19_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""97.6383"",""40.3533"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP18_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""96.6153"",""32.3405"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP18_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""92.3653"",""32.3405"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP17_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""91.3219"",""40.3533"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP17_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""87.0719"",""40.3533"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP16_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""86.0743"",""32.3405"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP16_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""81.8243"",""32.3405"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP15_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""80.7555"",""40.3533"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP15_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""76.5055"",""40.3533"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP14_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""75.5079"",""32.3405"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP14_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""71.2579"",""32.3405"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP13_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""70.1891"",""40.3533"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP13_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""65.9391"",""40.3533"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP12_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""64.9669"",""32.3405"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP12_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""60.7169"",""32.3405"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP11_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""59.6227"",""40.3533"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP11_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""55.3727"",""40.3533"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP10_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""54.4005"",""32.3405"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP10_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""50.1505"",""32.3405"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP9_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""49.0563"",""40.3533"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP9_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""44.8063"",""40.3533"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP8_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""43.8595"",""32.3405"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP8_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""39.6095"",""32.3405"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP7_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""38.4899"",""40.3533"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP7_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""34.2399"",""40.3533"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP6_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""33.3185"",""32.3405"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP6_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""29.0685"",""32.3405"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP5_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""27.8909"",""40.3593"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP5_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""23.6409"",""40.3593"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP4_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""22.7255"",""32.3659"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP4_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""18.4755"",""32.3659"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP3_Q4,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""17.3317"",""40.3787"",""180"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP3_Q3,""NMOS"",""TopLayer"",""SOT95P240X110-3N"",""13.0817"",""40.3787"",""0"",""N-Channel MOSFET Transistor PJA3432_R1_00001"""
"dTP2_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""8.2091"",""37.0159"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP2_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""11.8091"",""37.0159"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP1_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""6.4337"",""45.0372"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP1_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""2.8337"",""45.0372"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP40_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""208.7433"",""36.9905"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP40_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""212.3433"",""36.9905"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP39_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""203.6023"",""45.0033"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP39_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""207.2023"",""45.0033"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP38_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""198.1769"",""36.9905"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP38_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""201.7769"",""36.9905"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP37_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""193.0359"",""45.0033"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP37_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""196.6359"",""45.0033"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP36_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""187.6359"",""36.9905"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP36_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""191.2359"",""36.9905"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP35_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""182.4695"",""45.0033"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP35_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""186.0695"",""45.0033"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP34_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""177.0695"",""36.9905"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP34_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""180.6695"",""36.9905"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP33_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""171.9031"",""45.0033"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP33_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""175.5031"",""45.0033"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP32_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""166.5285"",""36.9905"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP32_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""170.1285"",""36.9905"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP31_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""161.3367"",""45.0033"",""0"",""MOSFET (P-Channel) - low RDS on"""
"dTP31_Q1,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""164.9367"",""45.0033"",""180"",""MOSFET (P-Channel) - low RDS on"""
"dTP30_Q2,""P-MOSFET"",""TopLayer"",""SOTFL95P240X88-3N"",""155.9875"",""36.9905"",""0"",""MOSFET (P-Channel) - low RDS on"""
